latin_name,activity_type,study_name,trial_number,state,objective_value,mean_auc,std_auc,stability_penalty,stability_penalty_score,feature_penalty,target_features,n_features,excess_features,feature_penalty_score,mean_abs_correlation,correlation_penalty,correlation_penalty_score
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,28,COMPLETE,0.25859454117622416,0.759276754394841,0.06868537855991572,0.25,0.01717134463997893,0.001,10,31,21,0.472,0.2302173715727582,0.05,0.01151086857863791
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,29,COMPLETE,0.24471482955141519,0.7919866755091319,0.07322928426600428,0.25,0.01830732106650107,0.001,10,32,22,0.516,0.25929049782431207,0.05,0.012964524891215605
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,30,COMPLETE,0.5428353200628824,0.7729735833225719,0.1108971401989457,0.25,0.027724285049736425,0.001,10,23,13,0.192,0.2082795641990616,0.05,0.01041397820995308
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,31,COMPLETE,0.2578956807829371,0.7998816690818121,0.05273135007871172,0.25,0.01318283751967793,0.001,10,32,22,0.516,0.256063015583941,0.05,0.012803150779197052
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,32,COMPLETE,0.42234646152220634,0.7739450568640337,0.09755140094857018,0.25,0.024387850237142544,0.001,10,27,17,0.316,0.22421490209369668,0.05,0.011210745104684835
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,33,COMPLETE,0.428877166593583,0.7460080293873776,0.09442919463517782,0.25,0.023607298658794455,0.001,10,26,16,0.28200000000000003,0.23047128270000397,0.05,0.011523564135000199
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,34,COMPLETE,0.45994966081812344,0.8126319350534743,0.09743777201617666,0.25,0.024359443004044166,0.001,10,27,17,0.316,0.24645662462613444,0.05,0.012322831231306723
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,35,COMPLETE,0.22441338016144596,0.7774726018850648,0.10047659789854736,0.25,0.02511914947463684,0.001,10,32,22,0.516,0.23880144497963915,0.05,0.011940072248981958
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,36,COMPLETE,0.30984323987028073,0.7802382468828618,0.10868548435878575,0.25,0.027171371089696437,0.001,10,30,20,0.43000000000000005,0.2644727184576912,0.05,0.013223635922884561
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,37,COMPLETE,0.4855151694689583,0.8110343598577908,0.11826409446583448,0.25,0.02956602361645862,0.001,10,26,16,0.28200000000000003,0.27906333544747747,0.05,0.013953166772373874
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,38,COMPLETE,0.348848007017306,0.7334812365457261,0.08136916182796937,0.25,0.020342290456992342,0.001,10,28,18,0.35200000000000004,0.24581878142855404,0.05,0.012290939071427703
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,39,COMPLETE,0.36535026800544823,0.7185394153704602,0.10150212673409696,0.25,0.02537553168352424,0.001,10,27,17,0.316,0.23627231362975396,0.05,0.0118136156814877
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,40,COMPLETE,0.4215232800180981,0.741701196089255,0.10826581390895619,0.25,0.027066453477239048,0.001,10,26,16,0.28200000000000003,0.22222925187835738,0.05,0.011111462593917869
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,41,COMPLETE,0.3876887102732524,0.7039292334217273,0.09231184808897776,0.25,0.02307796202224444,0.001,10,26,16,0.28200000000000003,0.22325122252460844,0.05,0.011162561126230423
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,42,COMPLETE,0.38335179087683574,0.7035945557224094,0.1044708538717625,0.25,0.026117713467940624,0.001,10,26,16,0.28200000000000003,0.24250102755265793,0.05,0.012125051377632897
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,43,COMPLETE,0.4541644368357826,0.7406435772568716,0.10554592206624605,0.25,0.026386480516561513,0.001,10,25,15,0.25,0.20185319809054833,0.05,0.010092659904527417
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,44,COMPLETE,0.5218295197324772,0.7532237438724194,0.11695219244952633,0.25,0.029238048112381582,0.001,10,23,13,0.192,0.2031235205512123,0.05,0.010156176027560616
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,45,COMPLETE,0.41980532803223203,0.7045561862229657,0.09863090227595285,0.25,0.024657725568988213,0.001,10,25,15,0.25,0.20186265243490717,0.05,0.01009313262174536
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,46,COMPLETE,0.42271516053615743,0.7019670369548243,0.07663497518768618,0.25,0.019158743796921545,0.001,10,25,15,0.25,0.20186265243490717,0.05,0.01009313262174536
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,47,COMPLETE,0.4580501987777271,0.712016431664817,0.0940707161465011,0.25,0.023517679036625275,0.001,10,24,14,0.22,0.20897107700929274,0.05,0.010448553850464637
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,48,COMPLETE,0.47089452955496897,0.7292670377961086,0.10545669753013971,0.25,0.026364174382534928,0.001,10,24,14,0.22,0.24016667717209406,0.05,0.012008333858604704
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,49,COMPLETE,0.4618684199124135,0.7174465760444594,0.09427928909376472,0.25,0.02356982227344118,0.001,10,24,14,0.22,0.24016667717209406,0.05,0.012008333858604704
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,50,COMPLETE,0.5131920424516513,0.7057331581360954,0.06002462400681076,0.25,0.01500615600170269,0.001,10,22,12,0.166,0.23069919365482608,0.05,0.011534959682741305
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,51,COMPLETE,0.4617804428737639,0.7173815332788411,0.09437102618589024,0.25,0.02359275654647256,0.001,10,24,14,0.22,0.24016667717209406,0.05,0.012008333858604704
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,52,COMPLETE,0.4715622132796838,0.7301499783216091,0.1063177247332825,0.25,0.026579431183320627,0.001,10,24,14,0.22,0.24016667717209406,0.05,0.012008333858604704
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,53,COMPLETE,0.47155742355090796,0.7301065436777575,0.10616314507297946,0.25,0.026540786268244864,0.001,10,24,14,0.22,0.24016667717209406,0.05,0.012008333858604704
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,54,COMPLETE,0.43738983266519615,0.7236401053268867,0.09999554359105765,0.25,0.024998885897764413,0.001,10,25,15,0.25,0.22502773527852288,0.05,0.011251386763926145
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,55,COMPLETE,0.347479539975325,0.7358126673942883,0.10038523903687281,0.25,0.025096309759218203,0.001,10,28,18,0.35200000000000004,0.22473635319490204,0.05,0.011236817659745102
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,56,COMPLETE,0.3429379978123068,0.7299071210734578,0.09492922240562325,0.25,0.023732305601405813,0.001,10,28,18,0.35200000000000004,0.22473635319490204,0.05,0.011236817659745102
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,57,COMPLETE,0.22296315181625762,0.7287269035701668,0.09067903888878394,0.25,0.022669759722195985,0.001,10,31,21,0.472,0.2218798406342643,0.05,0.011093992031713216
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,58,COMPLETE,0.335595337489655,0.7192133110515565,0.08489595079137544,0.25,0.02122398769784386,0.001,10,28,18,0.35200000000000004,0.2078797172811535,0.05,0.010393985864057676
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,59,COMPLETE,0.2564505832540234,0.7661322396752389,0.10916354122547381,0.25,0.027290885306368452,0.001,10,31,21,0.472,0.20781542229694083,0.05,0.010390771114847042
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,60,COMPLETE,0.3437204727417896,0.7320423775361627,0.0989987592507583,0.25,0.024749689812689574,0.001,10,28,18,0.35200000000000004,0.23144429963367144,0.05,0.011572214981683572
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,61,COMPLETE,0.3768700204928663,0.7245543023099333,0.08434872988844266,0.25,0.021087182472110666,0.001,10,27,17,0.316,0.2119419868991266,0.05,0.010597099344956331
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,62,COMPLETE,0.2811243172522872,0.704095951132933,0.0896434365671547,0.25,0.022410859141788676,0.001,10,29,19,0.39,0.21121549477714233,0.05,0.010560774738857116
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,63,COMPLETE,0.4008400338815511,0.8002231901584214,0.14564141489300284,0.25,0.03641035372325071,0.001,10,28,18,0.35200000000000004,0.21945605107238955,0.05,0.010972802553619479
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,64,COMPLETE,0.4017263428068586,0.7997168312295976,0.14107466873832541,0.25,0.035268667184581354,0.001,10,28,18,0.35200000000000004,0.21443642476315225,0.05,0.010721821238157613
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,65,COMPLETE,0.2956727502019321,0.8029148869319794,0.10066227496410099,0.25,0.025165568741025247,0.001,10,31,21,0.472,0.20153135978044134,0.05,0.010076567989022067
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,66,COMPLETE,0.2484061567249015,0.7956633033891468,0.08463092315808486,0.25,0.021157730789521215,0.001,10,32,22,0.516,0.20198831749448176,0.05,0.010099415874724089
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,67,COMPLETE,0.16078203122150952,0.8014007079826694,0.08379473556672441,0.25,0.020948683891681103,0.001,10,34,24,0.6100000000000001,0.19339985738957233,0.05,0.009669992869478616
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,68,COMPLETE,0.20948929265762803,0.8019565580911179,0.08392779489445208,0.25,0.02098194872361302,0.001,10,33,23,0.562,0.18970633419753533,0.05,0.009485316709876767
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,69,COMPLETE,0.10659124240042703,0.7985819293532063,0.08763246419010016,0.25,0.02190811604752504,0.001,10,35,25,0.66,0.20165141810508258,0.05,0.01008257090525413
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,70,COMPLETE,0.2128817068005746,0.8068104843579821,0.08805909838536122,0.25,0.022014774596340304,0.001,10,33,23,0.562,0.19828005922134312,0.05,0.009914002961067156
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,71,COMPLETE,0.2352455526520307,0.8219003754506761,0.05958439225525397,0.25,0.014896098063813493,0.001,10,33,23,0.562,0.19517449469663536,0.05,0.009758724734831768
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,72,COMPLETE,0.2779768855223225,0.8181802804760162,0.058004567403056526,0.25,0.014501141850764131,0.001,10,32,22,0.516,0.1940450620585905,0.05,0.009702253102929527
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,73,COMPLETE,0.26283467875820693,0.8068352272040481,0.07329230005022781,0.25,0.018323075012556953,0.001,10,32,22,0.516,0.19354946866568518,0.05,0.00967747343328426
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,74,COMPLETE,0.18868370294394218,0.7800876147580297,0.076323539501384,0.25,0.019080884875346,0.001,10,33,23,0.562,0.20646053877482928,0.05,0.010323026938741466
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,75,COMPLETE,0.36734174987795054,0.7483986580762999,0.07314189809214981,0.25,0.018285474523037453,0.001,10,28,18,0.35200000000000004,0.21542867350623882,0.05,0.010771433675311942
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,76,COMPLETE,0.39611944370342955,0.7894899001397532,0.12316884391404707,0.25,0.03079221097851177,0.001,10,28,18,0.35200000000000004,0.2115649091562359,0.05,0.010578245457811795
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,77,COMPLETE,0.3492091256504315,0.7392768882389427,0.10421634608956527,0.25,0.02605408652239132,0.001,10,28,18,0.35200000000000004,0.24027352132239682,0.05,0.012013676066119841
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,78,COMPLETE,0.29380835150354995,0.7632840993784695,0.10706805129378053,0.25,0.02676701282344513,0.001,10,30,20,0.43000000000000005,0.2541747010294875,0.05,0.012708735051474377
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,79,COMPLETE,0.3884878927118557,0.6986196190577676,0.06500933358332261,0.25,0.016252333395830654,0.001,10,26,16,0.28200000000000003,0.23758785900162496,0.05,0.011879392950081249
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,80,COMPLETE,0.46505820321734964,0.7206259912359897,0.09150135472031258,0.25,0.022875338680078145,0.001,10,24,14,0.22,0.25384898677123807,0.05,0.012692449338561904
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,81,COMPLETE,0.34996095800681215,0.739976262631257,0.09885538690294846,0.25,0.024713846725737114,0.001,10,28,18,0.35200000000000004,0.2660291579741561,0.05,0.013301457898707805
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,82,COMPLETE,0.39482374898243755,0.7509162737973621,0.10703538551345725,0.25,0.02675884637836431,0.001,10,27,17,0.316,0.26667356873120457,0.05,0.013333678436560229
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,83,COMPLETE,0.41351449398393103,0.7726089528792609,0.12069989747514774,0.25,0.030174974368786935,0.001,10,27,17,0.316,0.2583896905308587,0.05,0.012919484526542936
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,84,COMPLETE,0.42836553801279037,0.7087073842910355,0.06913466908978927,0.25,0.017283667272447317,0.001,10,25,15,0.25,0.26116358011595664,0.05,0.013058179005797832
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,85,COMPLETE,0.38518126599251745,0.6976521411064445,0.06795748750074686,0.25,0.016989371875186714,0.001,10,26,16,0.28200000000000003,0.2696300647748058,0.05,0.01348150323874029
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,86,COMPLETE,0.4045201235020804,0.7240006168758758,0.09753403784245228,0.25,0.02438350946061307,0.001,10,26,16,0.28200000000000003,0.26193967826364606,0.05,0.013096983913182304
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,87,COMPLETE,0.5355736492383579,0.7385261990987294,0.10128124198417876,0.25,0.02532031049604469,0.001,10,22,12,0.166,0.23264478728653556,0.05,0.01163223936432678
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,88,COMPLETE,0.44684346752609916,0.7612383141849771,0.07886488361775373,0.25,0.019716220904438433,0.001,10,26,16,0.28200000000000003,0.253572515088789,0.05,0.012678625754439449
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,89,COMPLETE,0.46474572076165005,0.7452544324547864,0.07449840102912063,0.25,0.018624600257280157,0.001,10,25,15,0.25,0.2376822287171229,0.05,0.011884111435856146
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,90,COMPLETE,0.5594519353713241,0.740202819814737,0.1050541017064082,0.25,0.02626352542660205,0.001,10,21,11,0.142,0.2497471803362169,0.05,0.012487359016810846
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,91,COMPLETE,0.5839761675679636,0.7595189550559315,0.08336328282895997,0.25,0.020840820707239992,0.001,10,21,11,0.142,0.2540393356145583,0.05,0.012701966780727917
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,92,COMPLETE,0.5242923251887136,0.7507477698944536,0.08678323518193522,0.25,0.021695808795483804,0.001,10,23,13,0.192,0.2551927182051224,0.05,0.01275963591025612
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,93,COMPLETE,0.44134004352849865,0.7581359409186369,0.09281529874320496,0.25,0.02320382468580124,0.001,10,26,16,0.28200000000000003,0.23184145408673873,0.05,0.011592072704336938
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,94,COMPLETE,0.4688265857951802,0.7884058359880424,0.10280820695870713,0.25,0.02570205173967678,0.001,10,26,16,0.28200000000000003,0.23754396906370664,0.05,0.011877198453185333
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,95,COMPLETE,0.4697893585856734,0.7892969441844554,0.1025215485823865,0.25,0.025630387145596626,0.001,10,26,16,0.28200000000000003,0.23754396906370664,0.05,0.011877198453185333
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,96,COMPLETE,0.5231167753194955,0.7824218635903121,0.10966655906380966,0.25,0.027416639765952416,0.001,10,24,14,0.22,0.23776897009728207,0.05,0.011888448504864105
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,97,COMPLETE,0.4872008708805914,0.7798441487080913,0.1227677408263161,0.25,0.030691935206579025,0.001,10,25,15,0.25,0.23902685241841848,0.05,0.011951342620920924
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,98,COMPLETE,0.5051260048328163,0.8280004274502278,0.11839194694206906,0.25,0.029597986735517265,0.001,10,26,16,0.28200000000000003,0.2255287176378839,0.05,0.011276435881894196
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,99,COMPLETE,0.5053112948643269,0.8198230302404005,0.08273282763023769,0.25,0.020683206907559423,0.001,10,26,16,0.28200000000000003,0.23657056937028278,0.05,0.01182852846851414
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,100,COMPLETE,0.5148557360509111,0.776904808037613,0.12125968030663127,0.25,0.030314920076657818,0.001,10,24,14,0.22,0.23468303820088213,0.05,0.011734151910044108
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,101,COMPLETE,0.5094897183903755,0.7408085152363529,0.11152963183235123,0.25,0.02788240795808781,0.001,10,23,13,0.192,0.2287277777577938,0.05,0.011436388887889691
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,102,COMPLETE,0.5847455014055518,0.8190169070809605,0.1221873420301975,0.25,0.030546835507549375,0.001,10,23,13,0.192,0.23449140335718766,0.05,0.011724570167859383
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,103,COMPLETE,0.5401650388585757,0.8284661716628566,0.10361259824722918,0.25,0.025903149561807295,0.001,10,25,15,0.25,0.24795966484947315,0.05,0.012397983242473659
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,104,COMPLETE,0.478501404374402,0.7588721562188049,0.07499721604862368,0.25,0.01874930401215592,0.001,10,25,15,0.25,0.23242895664493987,0.05,0.011621447832246994
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,105,COMPLETE,0.4775875012771786,0.7577651656713157,0.07422486624756051,0.25,0.01855621656189013,0.001,10,25,15,0.25,0.23242895664493987,0.05,0.011621447832246994
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,106,COMPLETE,0.3926269211914377,0.77619639387631,0.0778877278607271,0.25,0.019471931965181776,0.001,10,28,18,0.35200000000000004,0.2419508143938084,0.05,0.01209754071969042
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,107,COMPLETE,0.39160182047549463,0.7742182987190954,0.07407575009564127,0.25,0.018518937523910317,0.001,10,28,18,0.35200000000000004,0.2419508143938084,0.05,0.01209754071969042
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,108,COMPLETE,0.35557846186996733,0.7488966596489578,0.11775925295209863,0.25,0.029439813238024658,0.001,10,28,18,0.35200000000000004,0.23756769081931478,0.05,0.01187838454096574
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,109,COMPLETE,0.35897937282466175,0.7776904580628194,0.06644128394754431,0.25,0.016610320986886078,0.001,10,29,19,0.39,0.24201528502543196,0.05,0.012100764251271599
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,110,COMPLETE,0.38756572129946915,0.8107920724887836,0.08481378743727738,0.25,0.021203446859319346,0.001,10,29,19,0.39,0.2404580865999033,0.05,0.012022904329995166
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,111,COMPLETE,0.2904512951611282,0.7616369212608017,0.1143825608079369,0.25,0.028595640201984227,0.001,10,30,20,0.43000000000000005,0.25179971795378436,0.05,0.01258998589768922
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,112,COMPLETE,0.33910626275898514,0.7637414211285961,0.09084232104400003,0.25,0.022710580261000007,0.001,10,29,19,0.39,0.23849156217221867,0.05,0.011924578108610934
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,113,COMPLETE,0.3647108932053413,0.7903946624340431,0.09380820176089909,0.25,0.023452050440224772,0.001,10,29,19,0.39,0.24463437576954009,0.05,0.012231718788477005
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,114,COMPLETE,0.40629830909865644,0.7904879127830752,0.08014583233271882,0.25,0.020036458083179706,0.001,10,28,18,0.35200000000000004,0.24306291202478114,0.05,0.012153145601239057
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,115,COMPLETE,0.42189660116400796,0.8020043616831695,0.06324239296576989,0.25,0.015810598241442472,0.001,10,28,18,0.35200000000000004,0.24594324555437933,0.05,0.012297162277718966
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,116,COMPLETE,0.45917398091981726,0.8049364838154008,0.0724734339253282,0.25,0.01811835848133205,0.001,10,27,17,0.316,0.23288288828503048,0.05,0.011644144414251524
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,117,COMPLETE,0.44210974925603796,0.7939262843747321,0.09461810479118664,0.25,0.02365452619779666,0.001,10,27,17,0.316,0.24324017841795012,0.05,0.012162008920897506
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,118,COMPLETE,0.481771621464595,0.7972955390410986,0.08349711071156787,0.25,0.02087427767789197,0.001,10,26,16,0.28200000000000003,0.25299279797223195,0.05,0.012649639898611599
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,119,COMPLETE,0.5419396242490472,0.7973604100371595,0.09135441839406684,0.25,0.02283860459851671,0.001,10,24,14,0.22,0.2516436237919118,0.05,0.01258218118959559
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,120,COMPLETE,0.4472778432428796,0.7663659131539436,0.10019935227430146,0.25,0.025049838068575365,0.001,10,26,16,0.28200000000000003,0.24076463684977154,0.05,0.012038231842488577
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,121,COMPLETE,0.5151502356408584,0.7740878651322282,0.10809950009374922,0.25,0.027024875023437304,0.001,10,24,14,0.22,0.23825508935864914,0.05,0.011912754467932458
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,122,COMPLETE,0.4851165360511954,0.7743515981415056,0.10835375989954606,0.25,0.027088439974886514,0.001,10,25,15,0.25,0.24293244230847247,0.05,0.012146622115423625
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,123,COMPLETE,0.5243657892822023,0.7816454016719837,0.09827663814895705,0.25,0.024569159537239264,0.001,10,24,14,0.22,0.25420905705084196,0.05,0.012710452852542098
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,124,COMPLETE,0.5193283887171872,0.7773849686042809,0.10205491565774007,0.25,0.025513728914435017,0.001,10,24,14,0.22,0.2508570194531728,0.05,0.01254285097265864
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,125,COMPLETE,0.5446614034694155,0.7732009103387331,0.09882913063970798,0.25,0.024707282659926996,0.001,10,23,13,0.192,0.23664448418781434,0.05,0.011832224209390717
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,126,COMPLETE,0.5097658712283638,0.7676441647156999,0.10559789415901627,0.25,0.026399473539754068,0.001,10,24,14,0.22,0.22957639895164078,0.05,0.01147881994758204
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,127,COMPLETE,0.547162409367901,0.7769928995506262,0.10460601306734796,0.25,0.02615150326683699,0.001,10,23,13,0.192,0.23357973831776635,0.05,0.011678986915888319
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,128,COMPLETE,0.4946570017758471,0.7778160886347841,0.08680790113470988,0.25,0.02170197528367747,0.001,10,25,15,0.25,0.22914223150519206,0.05,0.011457111575259603
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,129,COMPLETE,0.4973954170750434,0.7812422123273505,0.08745644185333981,0.25,0.021864110463334953,0.001,10,25,15,0.25,0.23965369577944273,0.05,0.011982684788972138
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,130,COMPLETE,0.5259870615008096,0.7828148918534533,0.09894280600318003,0.25,0.02473570150079501,0.001,10,24,14,0.22,0.24184257703697545,0.05,0.012092128851848773
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,131,COMPLETE,0.5256118915358371,0.7818297273196105,0.0965028277276991,0.25,0.024125706931924774,0.001,10,24,14,0.22,0.24184257703697545,0.05,0.012092128851848773
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,132,COMPLETE,0.5197265622021582,0.7779063082484446,0.10435046877775095,0.25,0.026087617194437737,0.001,10,24,14,0.22,0.24184257703697545,0.05,0.012092128851848773
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,133,COMPLETE,0.49760520207149705,0.7818501555978622,0.08904907494957205,0.25,0.022262268737393013,0.001,10,25,15,0.25,0.23965369577944273,0.05,0.011982684788972138
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,134,COMPLETE,0.5256144511237641,0.7811100869069657,0.09133201568968191,0.25,0.022833003922420478,0.001,10,24,14,0.22,0.2532526372156216,0.05,0.012662631860781079
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,135,COMPLETE,0.5247178193665771,0.7803103780402911,0.09171970725173158,0.25,0.022929926812932894,0.001,10,24,14,0.22,0.2532526372156216,0.05,0.012662631860781079
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,136,COMPLETE,0.46249391892294367,0.7789824685232687,0.08920007353371186,0.25,0.022300018383427964,0.001,10,26,16,0.28200000000000003,0.24377062433794025,0.05,0.012188531216897013
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,137,COMPLETE,0.46396963962633164,0.7801022980515339,0.08676693292648398,0.25,0.021691733231620994,0.001,10,26,16,0.28200000000000003,0.24881850387162402,0.05,0.012440925193581202
Myotis daubentonii,In flight,sdm_tuning_Myotis_daubentonii_In_flight,138,COMPLETE,0.46379826091976817,0.7818613315296133,0.09626413351876281,0.25,0.024066033379690703,0.001,10,26,16,0.28200000000000003,0.239940744603089,0.05,0.011997037230154451
